Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,0.000085,0.000107,0.000082,0.000107,0.000107,12913
2019-01-02,0.000108,0.000108,0.000081,0.000102,0.000102,10125
2019-01-03,0.000102,0.000110,0.000079,0.000101,0.000101,27174
2019-01-04,0.000101,0.000110,0.000077,0.000097,0.000097,16372
2019-01-05,0.000097,0.000106,0.000082,0.000085,0.000085,5690
2019-01-06,0.000085,0.000101,0.000083,0.000087,0.000087,4027
2019-01-07,0.000087,0.000102,0.000081,0.000085,0.000085,10811
2019-01-08,0.000085,0.000103,0.000083,0.000084,0.000084,10464
2019-01-09,0.000084,0.000115,0.000083,0.000113,0.000113,14588
2019-01-10,0.000113,0.000113,0.000081,0.000095,0.000095,29470
2019-01-11,0.000095,0.000099,0.000078,0.000079,0.000079,6471
2019-01-12,0.000079,0.000096,0.000072,0.000090,0.000090,20284
2019-01-13,0.000089,0.000103,0.000071,0.000085,0.000085,20906
2019-01-14,0.000085,0.000107,0.000085,0.000096,0.000096,15532
2019-01-15,0.000096,0.000107,0.000069,0.000101,0.000101,12910
2019-01-16,0.000101,0.000102,0.000069,0.000081,0.000081,5704
2019-01-17,0.000080,0.000100,0.000067,0.000076,0.000076,15086
2019-01-18,0.000076,0.000100,0.000069,0.000073,0.000073,10252
2019-01-19,0.000074,0.000105,0.000073,0.000075,0.000075,7575
2019-01-20,0.000075,0.000102,0.000044,0.000072,0.000072,10886
2019-01-21,0.000072,0.000091,0.000048,0.000069,0.000069,15147
2019-01-22,0.000069,0.000087,0.000057,0.000057,0.000057,16038
2019-01-23,0.000057,0.000075,0.000049,0.000070,0.000070,16150
2019-01-24,0.000070,0.000096,0.000070,0.000073,0.000073,6157
2019-01-25,0.000073,0.000100,0.000071,0.000099,0.000099,10555
2019-01-26,0.000099,0.000099,0.000072,0.000086,0.000086,8876
2019-01-27,0.000087,0.000100,0.000070,0.000100,0.000100,11278
2019-01-28,0.000100,0.000100,0.000064,0.000085,0.000085,7256
2019-01-29,0.000085,0.000099,0.000064,0.000073,0.000073,8677
